"","id.exposure","id.outcome","outcome","exposure","method","nsnp","b","se","pval","tissue","lo_ci","up_ci","or","or_lci95","or_uci95"
"293","1rdKti","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CLPTM1","Wald ratio",1,-0.346462025,0.071511735,1.27e-06,"Skin - Unexposed",-0.4866250256,-0.2062990244,0.707185674153337,0.614697485555844,0.813589756716642
"294","1UlKad","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ICA1L","Wald ratio",1,-0.155704968,0.03318756,2.71e-06,"Skin - Unexposed",-0.2207525856,-0.0906573504,0.85581164494933,0.80191506108174,0.913330609656954
"295","29PyHA","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","AC012146.7","Wald ratio",1,-0.090104385,0.016567992,5.37e-08,"Skin - Unexposed",-0.12257764932,-0.05763112068,0.913835789543482,0.884637210798626,0.943998104597768
"296","3pR5c4","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","PRSS36","Wald ratio",1,-0.262715644,0.044354589,3.16e-09,"Skin - Unexposed",-0.34965063844,-0.17578064956,0.768960524764653,0.704934323658883,0.838801954737077
"297","3VSYJy","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CHRNE","Wald ratio",1,0.074861164,0.014907882,5.12e-07,"Skin - Unexposed",0.04564171528,0.10408061272,1.07773451214852,1.04669932739216,1.10968990643178
"298","4jZPtO","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","MAPK8IP1P2","Wald ratio",1,-0.043502517,0.008043862,6.37e-08,"Skin - Unexposed",-0.05926848652,-0.02773654748,0.957430144236261,0.942453699071742,0.972644578715255
"299","5kB8Nj","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","C7orf43","Wald ratio",1,0.373562476,0.060613312,7.14e-10,"Skin - Unexposed",0.25476038448,0.49236456752,1.45290133217166,1.29015244328392,1.63618050875685
"300","5TB04j","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","TP53INP1","Wald ratio",1,0.194306666,0.040047939,1.22e-06,"Skin - Unexposed",0.11581270556,0.27280062644,1.21446866210204,1.12278556094593,1.31363831396736
"301","7l8hE0","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ZSCAN9","Wald ratio",1,-0.137158955,0.029770936,4.08e-06,"Skin - Unexposed",-0.19550998956,-0.07880792044,0.871831633120133,0.822415127957882,0.92421743067431
"302","7xXA0L","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","KANSL1-AS1","Wald ratio",1,-0.04195877,0.007489908,2.12e-08,"Skin - Unexposed",-0.05663898968,-0.02727855032,0.958909315588546,0.944935139134924,0.973090149197215
"303","8hTc2S","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","APOC2","Wald ratio",1,0.214600938,0.028379619,3.98e-14,"Skin - Unexposed",0.15897688476,0.27022499124,1.2393672139089,1.17231084812092,1.31025921441775
"304","97VI5R","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CTB-171A8.1","Wald ratio",1,0.07741781,0.010188665,3e-14,"Skin - Unexposed",0.0574480266,0.0973875934,1.08049342305455,1.05913022262552,1.10228753020574
"305","9yIVVW","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ADGRF2","Wald ratio",1,0.212647254,0.041001928,2.15e-07,"Skin - Unexposed",0.13228347512,0.29301103288,1.23694824573209,1.14143184093798,1.34045757945772
"306","aa1r0x","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","GAL3ST4","Wald ratio",1,0.338841616,0.065192805,2.02e-07,"Skin - Unexposed",0.2110637182,0.4666195138,1.4033210640069,1.23499104396075,1.59459456675059
"307","aLgEkz","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ZSCAN26","Wald ratio",1,-0.151334109,0.028396789,9.86e-08,"Skin - Unexposed",-0.20699181544,-0.09567640256,0.859560463791003,0.813026304222908,0.908758040268812
"308","B2Afge","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","HLA-DQA2","Wald ratio",1,-0.200889111,0.037005889,5.68e-08,"Skin - Unexposed",-0.27342065344,-0.12835756856,0.818003134074345,0.760772698657642,0.879538827479096
"309","C1pZ2x","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","STAG3","Wald ratio",1,-0.216577824,0.043819234,7.71e-07,"Skin - Unexposed",-0.30246352264,-0.13069212536,0.805269863162189,0.73899544437016,0.877487889076133
"310","CD2XLI","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","LRRC37A4P","Wald ratio",1,0.044267172,0.008185251,6.37e-08,"Skin - Unexposed",0.02822408004,0.06031026396,1.04526158221336,1.02862615318829,1.06216604727062
"311","cKn5Th","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","EARS2","Wald ratio",1,-0.154491509,0.032906134,2.67e-06,"Skin - Unexposed",-0.21898753164,-0.08999548636,0.856850767631077,0.803331734320447,0.913935310436893
"312","dwwUQC","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","INO80E","Wald ratio",1,0.132832476,0.021741044,9.98e-10,"Skin - Unexposed",0.09022002976,0.17544492224,1.1420586600695,1.09441506109838,1.19177634647198
"313","e5sa5y","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","AC092066.1","Wald ratio",1,-0.148952655,0.031313911,1.97e-06,"Skin - Unexposed",-0.21032792056,-0.08757738944,0.861609906854343,0.810318482307387,0.916147968729087
"314","EjsnaY","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","APH1B","Wald ratio",1,0.344197318,0.036247328,2.19e-21,"Skin - Unexposed",0.27315255512,0.41524208088,1.4108569955247,1.31410070232428,1.51473738527063
"315","FcBaS3","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-259G18.1","Wald ratio",1,-0.073585921,0.013269592,2.93e-08,"Skin - Unexposed",-0.09959432132,-0.04757752068,0.929056316914274,0.905204565752288,0.95353655146556
"316","itTJlg","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","DND1P1","Wald ratio",1,-0.043318075,0.007817995,3.01e-08,"Skin - Unexposed",-0.0586413452,-0.0279948048,0.957606750853262,0.943044936103825,0.972393418566413
"317","JcHiFi","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","MAPK8IP1P1","Wald ratio",1,-0.046594939,0.008302371,2e-08,"Skin - Unexposed",-0.06286758616,-0.03032229184,0.954473939466961,0.939067811031838,0.970132817267541
"318","jYtp6M","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","NUP160","Wald ratio",1,-0.333662216,0.059121411,1.66e-08,"Skin - Unexposed",-0.44954018156,-0.21778425044,0.716295694592747,0.637921412221901,0.804298950093294
"319","JzbRbB","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CPSF3","Wald ratio",1,0.148472845,0.031770672,2.96e-06,"Skin - Unexposed",0.08620232788,0.21074336212,1.16006129588222,1.09002684881712,1.23459547043664
"320","kHTvev","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","KAT8","Wald ratio",1,-0.096078503,0.020747029,3.64e-06,"Skin - Unexposed",-0.13674267984,-0.05541432616,0.908392701717285,0.872194630520861,0.946093075625155
"321","kq29Jk","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-385F7.1","Wald ratio",1,-0.222430437,0.033904807,5.36e-11,"Skin - Unexposed",-0.28888385872,-0.15597701528,0.800570694912539,0.749099201690773,0.855578855385449
"322","lee7sx","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","C17orf107","Wald ratio",1,0.14061411,0.027325011,2.66e-07,"Skin - Unexposed",0.08705708844,0.19417113156,1.15098041044626,1.09095895908562,1.21430407092616
"323","LQPhvA","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","TRIM72","Wald ratio",1,0.165323027,0.035483967,3.18e-06,"Skin - Unexposed",0.09577445168,0.23487160232,1.17977415607171,1.1005108176332,1.26474636780775
"324","MxWASr","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-259G18.3","Wald ratio",1,-0.042054002,0.007787778,6.66e-08,"Skin - Unexposed",-0.05731804688,-0.02678995712,0.958818001084705,0.944293691939479,0.973565710595672
"325","nxnr2h","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CTB-39G8.3","Wald ratio",1,-0.21472873,0.040082696,8.45e-08,"Skin - Unexposed",-0.29329081416,-0.13616664584,0.806760260352136,0.745805218438594,0.872697189014152
"326","ovJl8I","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CD2AP","Wald ratio",1,0.380290719,0.083502989,5.26e-06,"Skin - Unexposed",0.21662486056,0.54395657744,1.46270976514811,1.24187813727336,1.72280982557365
"327","p9sMqU","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","FCER1G","Wald ratio",1,-0.355785635,0.062110585,1.01e-08,"Skin - Unexposed",-0.4775223816,-0.2340488884,0.700622793143822,0.620318401722467,0.791323128428276
"328","pzdJay","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","LINC02210","Wald ratio",1,-0.045606368,0.008254169,3.29e-08,"Skin - Unexposed",-0.06178453924,-0.02942819676,0.955417971268123,0.940085416490006,0.971000596127002
"329","QJ2CyJ","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ACE","Wald ratio",1,-0.410196895,0.050649312,5.55e-16,"Skin - Unexposed",-0.50946954652,-0.31092424348,0.663519593583552,0.600814198280703,0.732769385825318
"330","Rou6zD","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","NBEAL1","Wald ratio",1,0.164360128,0.032872026,5.73e-07,"Skin - Unexposed",0.09993095704,0.22878929896,1.17863869946935,1.10509461643823,1.25707714364243
"331","rvxH3R","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-455F5.3","Wald ratio",1,-0.105060081,0.019713791,9.86e-08,"Skin - Unexposed",-0.14369911136,-0.06642105064,0.900270431813554,0.866148323046172,0.935736788760784
"332","tqZV3S","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","GULOP","Wald ratio",1,-0.175297915,0.025687778,8.84e-12,"Skin - Unexposed",-0.22564595988,-0.12494987012,0.839206971179476,0.798000575878766,0.8825411431573
"333","wolZ1u","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","SLC26A1","Wald ratio",1,-0.055379642,0.011565773,1.68e-06,"Skin - Unexposed",-0.07804855708,-0.03271072692,0.946125890637842,0.924919514062301,0.967818482933375
"334","XAzTlE","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","AC093673.5","Wald ratio",1,-0.246146551,0.046911338,1.55e-07,"Skin - Unexposed",-0.33809277348,-0.15420032852,0.78180764183783,0.713129125358616,0.857100302176915
"335","Xuzv0w","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","FAM171A2","Wald ratio",1,0.178517592,0.037209622,1.61e-06,"Skin - Unexposed",0.10558673288,0.25144845112,1.19544391333782,1.11136249201247,1.28588661234071
"336","Yt7QtO","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","MAT1A","Wald ratio",1,-0.065034806,0.011321849,9.24e-09,"Skin - Unexposed",-0.08722563004,-0.04284398196,0.937034848374875,0.916470289075161,0.958060853183771
"337","h8QQy2","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","HLA-DRB6","Inverse variance weighted",2,-0.049021795,0.010320817,2.04e-06,"Whole Blood",-0.06925059632,-0.02879299368,0.952160377136935,0.933092821150134,0.971617574628921
"338","0e1CdV","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","FAM213A","Wald ratio",1,0.132713409,0.029371,6.23e-06,"Whole Blood",0.075146249,0.190280569,1.14192268666615,1.07804180189168,1.20958892320751
"339","1PCKMA","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","MS4A6A","Wald ratio",1,0.513514209,0.062106438,1.36e-16,"Whole Blood",0.39178559052,0.63524282748,1.67115367120089,1.47962043274215,1.88748041792886
"340","1WnO3K","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","LAMTOR4","Wald ratio",1,0.495604202,0.104393225,2.06e-06,"Whole Blood",0.290993481,0.700214923,1.64148973087459,1.33775586309114,2.01418555575648
"341","370O2M","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","LACTB","Wald ratio",1,0.2934529,0.056060578,1.65e-07,"Whole Blood",0.18357416712,0.40333163288,1.34105001446697,1.20150407420403,1.49680319851872
"342","4cr4Nh","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-259G18.3","Wald ratio",1,-0.043409869,0.007920942,4.24e-08,"Whole Blood",-0.05893491532,-0.02788482268,0.957518852333515,0.942768126922208,0.972500370337344
"343","6P2pyD","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CNPY4","Wald ratio",1,-0.353989189,0.057453743,7.22e-10,"Whole Blood",-0.46659852528,-0.24137985272,0.701882555366683,0.627131817448788,0.785543178995688
"344","793ybp","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","WNT3","Wald ratio",1,-0.237094889,0.04045031,4.59e-09,"Whole Blood",-0.3163774966,-0.1578122814,0.788916424975177,0.72878428464428,0.8540100804992
"345","7WLk6Y","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","SLC24A4","Wald ratio",1,-0.227039481,0.037012401,8.56e-10,"Whole Blood",-0.29958378696,-0.15449517504,0.796889319681826,0.741126623061529,0.856847626387646
"346","8bQFjD","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-333E1.1","Wald ratio",1,0.250091424,0.035769231,2.71e-12,"Whole Blood",0.17998373124,0.32019911676,1.28414281279377,1.1971978860383,1.37740200085614
"347","9MVNSv","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","APH1B","Wald ratio",1,0.902438709,0.095035581,2.19e-21,"Whole Blood",0.71616897024,1.08870844776,2.4656086873505,2.04657767288129,2.97043512185861
"348","a2up29","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ARL17A","Wald ratio",1,-0.186756447,0.034597603,6.74e-08,"Whole Blood",-0.25456774888,-0.11894514512,0.829645774498227,0.775251528888761,0.887856502688081
"349","bVG7Qo","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ZSCAN26","Wald ratio",1,-0.282445289,0.052998887,9.86e-08,"Whole Blood",-0.38632310752,-0.17856747048,0.753937889526837,0.679550922191279,0.836467618101741
"350","C3aLKb","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","OARD1","Wald ratio",1,-0.284038536,0.061851943,4.39e-06,"Whole Blood",-0.40526834428,-0.16280872772,0.752737636649707,0.666797855458291,0.84975370720044
"351","CAlcnv","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","NME8","Wald ratio",1,0.14842282,0.032545727,5.1e-06,"Whole Blood",0.08463319508,0.21221244492,1.1600032652674,1.08831779315407,1.23641052631447
"352","Cl9nJW","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","INO80E","Wald ratio",1,0.25906081,0.043264738,2.13e-09,"Whole Blood",0.17426192352,0.34385969648,1.2957125947153,1.19036731018797,1.41038074024291
"353","cXeUev","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","MAPK8IP1P2","Wald ratio",1,-0.043553434,0.008053277,6.37e-08,"Whole Blood",-0.05933785692,-0.02776901108,0.957381396006674,0.942388322949266,0.972613003683231
"354","dk5njq","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","KANSL1-AS1","Wald ratio",1,-0.043184346,0.008023321,7.35e-08,"Whole Blood",-0.05891005516,-0.02745863684,0.957734819209483,0.942791564580017,0.972914924556871
"355","ds1Z6t","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ZNF668","Wald ratio",1,0.126400253,0.027320888,3.72e-06,"Whole Blood",0.07285131252,0.17994919348,1.13473625899325,1.07557060114253,1.19715653821907
"356","eNBtRt","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","MAPK8IP1P1","Wald ratio",1,-0.049655678,0.008847739,2e-08,"Whole Blood",-0.06699724644,-0.03231410956,0.951557010112847,0.935197776456421,0.968202412676603
"357","eV0d15","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","IGHG1","Wald ratio",1,0.56165507,0.113400833,7.31e-07,"Whole Blood",0.33938943732,0.78392070268,1.75357238492523,1.4040900438171,2.19004195828692
"358","fUHiAH","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","IQCD","Wald ratio",1,0.143053609,0.031140922,4.35e-06,"Whole Blood",0.08201740188,0.20408981612,1.15379165362484,1.08547469896565,1.2264082997447
"359","Gb8FTU","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CEACAM19","Wald ratio",1,0.286695597,0.033285845,7.11e-18,"Whole Blood",0.2214553408,0.3519358532,1.33201868127356,1.24789151713948,1.42181731576227
"360","h1YC4V","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-196G11.5","Wald ratio",1,0.427129397,0.072258733,3.4e-09,"Whole Blood",0.28550228032,0.56875651368,1.53285099521209,1.33043010918642,1.76606960207743
"361","hBHpXS","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-455F5.3","Wald ratio",1,-0.223877267,0.041069208,5e-08,"Whole Blood",-0.30437291468,-0.14338161932,0.799413242734195,0.73758575860076,0.866423361903212
"362","hGglxQ","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","LRRC37A4P","Wald ratio",1,0.044524097,0.008263942,7.13e-08,"Whole Blood",0.02832677068,0.06072142332,1.04553017054743,1.02873178889008,1.06260285657579
"363","IjJ0uB","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RITA1","Wald ratio",1,-0.213769141,0.046667911,4.64e-06,"Whole Blood",-0.30523824656,-0.12230003544,0.807534790179326,0.736947778201808,0.884882832459522
"364","j6kD3u","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","BIN1","Wald ratio",1,0.384295121,0.038662418,2.8e-23,"Whole Blood",0.30851678172,0.46007346028,1.46857878617427,1.3614043560626,1.58419035578722
"365","Jf1HLQ","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","FCER1G","Wald ratio",1,-0.290342386,0.050685957,1.01e-08,"Whole Blood",-0.38968686172,-0.19099791028,0.748007416462497,0.677268920121375,0.82613431453879
"366","JOukDh","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","PLD2","Wald ratio",1,0.090090247,0.018683039,1.42e-06,"Whole Blood",0.05347149056,0.12670900344,1.09427303410769,1.05492691596326,1.13508666340347
"367","K8SPEx","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-137H2.4","Wald ratio",1,-0.064866318,0.014325316,5.95e-06,"Whole Blood",-0.09294393736,-0.03678869864,0.937192740803525,0.911244585641294,0.963879782941801
"368","lN1wi7","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","HLA-E","Wald ratio",1,0.516557123,0.110964123,3.24e-06,"Whole Blood",0.29906744192,0.73404680408,1.67624659283466,1.34860057261791,2.08349506669377
"369","lQqdYd","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","PLEKHM1","Wald ratio",1,0.789918905,0.14126287,2.25e-08,"Whole Blood",0.5130436798,1.0667941302,2.20321774906776,1.67036752956671,2.90604813843955
"370","Luf9Zg","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","OTULIN","Wald ratio",1,0.184112571,0.036460177,4.43e-07,"Whole Blood",0.11265062408,0.25557451792,1.20215114283592,1.11924082883711,1.29120322721182
"371","MB2tkv","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","SLC26A1","Wald ratio",1,-0.087424238,0.018258133,1.68e-06,"Whole Blood",-0.12321017868,-0.05163829732,0.916288288854592,0.884077828721291,0.949672303745508
"372","N2gP70","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","AC012146.7","Wald ratio",1,-0.203478096,0.034087825,2.38e-09,"Whole Blood",-0.270290233,-0.136665959,0.815888075339352,0.763157968564673,0.872261548592531
"373","NRoA9h","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CTSH","Wald ratio",1,0.097692067,0.020944935,3.1e-06,"Whole Blood",0.0566399944,0.1387441396,1.10262319875681,1.05827475697008,1.14883012226196
"374","odkQWy","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","KAT8","Wald ratio",1,-0.622267655,0.106240819,4.71e-09,"Whole Blood",-0.83049966024,-0.41403564976,0.536725947281016,0.435831464253526,0.66097738716067
"375","ofgOdX","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","PICALM","Wald ratio",1,1.22696905,0.142106585,5.92e-18,"Whole Blood",0.9484401434,1.5054979566,3.4108756595944,2.5816794671162,4.50639706183552
"376","P5XqVL","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","GAL3ST4","Wald ratio",1,-0.403385636,0.065800494,8.76e-10,"Whole Blood",-0.53235460424,-0.27441666776,0.668054423806497,0.587220668301577,0.760015335390456
"377","P6WWy6","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","IGHV1-58","Wald ratio",1,0.28216368,0.055873996,4.42e-07,"Whole Blood",0.17265064784,0.39167671216,1.32599574120821,1.18845084468255,1.47945934286577
"378","QOTME9","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ZSCAN21","Wald ratio",1,0.15287317,0.029273586,1.77e-07,"Whole Blood",0.09549694144,0.21024939856,1.16517719014788,1.10020545698439,1.23398577585876
"379","rG6CwS","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-1072A3.3","Wald ratio",1,0.221616838,0.047978903,3.86e-06,"Whole Blood",0.12757818812,0.31565548788,1.24809306439962,1.1360736922348,1.37115779376791
"380","rGhdwy","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","CARF","Wald ratio",1,0.36368564,0.074570837,1.08e-06,"Whole Blood",0.21752679948,0.50984448052,1.43862189788688,1.24299874078126,1.66503222986278
"381","SG3RJ2","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","PTK2B","Wald ratio",1,0.521182571,0.067980335,1.77e-14,"Whole Blood",0.3879411144,0.6544240276,1.68401794341849,1.47394298771544,1.92403400768643
"382","snUA51","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","ZNF192P1","Wald ratio",1,0.152580175,0.033275464,4.53e-06,"Whole Blood",0.08736026556,0.21780008444,1.16483584906511,1.09128976302444,1.24333848006312
"383","sT2fPB","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","KIF1C","Wald ratio",1,0.263397783,0.04882831,6.88e-08,"Whole Blood",0.1676942954,0.3591012706,1.30134426863588,1.18257503675464,1.43204181796272
"384","UlVugF","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","LRRC37A","Wald ratio",1,-0.116743901,0.021129152,3.29e-08,"Whole Blood",-0.15815703892,-0.07533076308,0.889813044216763,0.853715704848818,0.927436673779494
"385","VoBZeu","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-196G11.2","Wald ratio",1,-0.114568341,0.025325633,6.07e-06,"Whole Blood",-0.16420658168,-0.06493010032,0.891750993180995,0.848566705436646,0.937132966382525
"386","vz7zWA","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","INPP5D","Wald ratio",1,-0.349119306,0.047712972,2.53e-13,"Whole Blood",-0.44263673112,-0.25560188088,0.70530897765721,0.642340507026492,0.774450230870061
"387","WlDeb4","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","STYX","Wald ratio",1,0.64744971,0.116610566,2.82e-08,"Whole Blood",0.41889300064,0.87600641936,1.91066186841967,1.52027767734866,2.40129078379915
"388","XMSfYO","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RNF167","Wald ratio",1,0.427919378,0.093025952,4.22e-06,"Whole Blood",0.24558851208,0.61025024392,1.53406239680326,1.2783734300746,1.84089201317993
"389","ygR7kX","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","LINC02210","Wald ratio",1,-0.092197471,0.017023665,6.1e-08,"Whole Blood",-0.1255638544,-0.0588310876,0.911925053011611,0.881999443083631,0.942866017469103
"390","yKiSlT","ebi-a-GCST90027158","Alzheimer's disease || id:ebi-a-GCST90027158","RP11-357P18.2","Wald ratio",1,0.353858561,0.057464211,7.37e-10,"Whole Blood",0.24122870744,0.46648841456,1.4245536847815,1.27281210362004,1.59438553031734
